surgery,age,tempRectal,pulse,respiratoryRate,tempExtrem,pulsePeripheral,mucousMembranes,capilaryRefillTime,pain,peristalsis,abdominalDistension,nasogastricTube,nasogastricReflux,rectalExamination,abdomen,cellVolume,totalProtein,surgicalLesion,pathologyData,lesionSite,lesionType,lesionSubtype,lesionCode,outcome,tempRectalMissing,pulseMissing,respiratoryRateMissing,tempExtremMissing,pulsePeripheralMissing,mucousMembranesMissing,capilaryRefillTimeMissing,painMissing,peristalsisMissing,abdominalDistensionMissing,nasogastricTubeMissing,nasogastricRefluxMissing,rectalExaminationMissing,abdomenMissing,cellVolumeMissing,totalProteinMissing,tempRectalDiscr,pulseDiscr,respiratoryRateDiscr,cellVolumeDiscr,totalProteinDiscr,tempExtrem_cold,tempExtrem_cool,tempExtrem_normal,tempExtrem_warm,pulsePeripheral_absent,pulsePeripheral_increased,pulsePeripheral_normal,pulsePeripheral_reduced,mucousMembranes_brightPink,mucousMembranes_brightRedInjected,mucousMembranes_darkCyanotic,mucousMembranes_normalPink,mucousMembranes_paleCyanotic,mucousMembranes_palePink,pain_alert,pain_continuousSevere,pain_depressed,pain_intermittentMild,pain_intermittentSevere,peristalsis_absent,peristalsis_hypermotile,peristalsis_hypomotile,peristalsis_normal,abdominalDistension_moderate,abdominalDistension_none,abdominalDistension_severe,abdominalDistension_slight,nasogastricTube_none,nasogastricTube_significant,nasogastricTube_slight,nasogastricReflux_<1liter,nasogastricReflux_>1liter,nasogastricReflux_none,rectalExamination_absent,rectalExamination_decreased,rectalExamination_increased,rectalExamination_normal,abdomen_distendedLarge,abdomen_distendedSmall,abdomen_firmFecesLarge,abdomen_normal,abdomen_other,lesionSite_allIntestinalSites,lesionSite_bladder,lesionSite_cecum,lesionSite_colon,lesionSite_colonCecum,lesionSite_colonDescending,lesionSite_colonTransverse,lesionSite_gastric,lesionSite_intestine,lesionSite_none,lesionSite_uterus,lesionType_inflamation,lesionType_none,lesionType_other,lesionType_simple,lesionType_strangulation,lesionSubtype_mechanical,lesionSubtype_none,lesionSubtype_paralytic,lesionCode_adynamic,lesionCode_displacement,lesionCode_extrinsic,lesionCode_hernia,lesionCode_intrinsic,lesionCode_intussuption,lesionCode_lipoma,lesionCode_none,lesionCode_obturation,lesionCode_thromboembolic,lesionCode_torsion,outcome_died,outcome_euthanized,outcome_lived
no,adult,0.5316423650642116,-0.6492209771122834,-0.61623981650963,cool,normal,brightPink,>=3,intermittentMild,absent,none,slight,>1liter,absent,other,-0.339823211332199,-0.6914176719437919,no,yes,colon,simple,mechanical,obturation,lived,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,normal,low,normal,normal,low,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
yes,adult,-0.10483838430195119,-0.30244928704087215,-0.3313579172118156,cool,normal,normalPink,<3,depressed,hypomotile,moderate,none,<1liter,absent,distendedSmall,0.13715200552549894,-0.3341453784190396,yes,yes,intestine,simple,mechanical,extrinsic,died,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,normal,low,normal,normal,low,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
no,young,-0.10483838430195119,2.7827462648315797,1.6831848471498374,cold,absent,paleCyanotic,>=3,continuousSevere,absent,severe,slight,<1liter,absent,distendedLarge,0.43469768221003147,0.6762053011187009,yes,no,gastric,other,none,none,died,yes,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,normal,high,high,normal,normal,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
no,adult,0.37252217772266805,0.28027015091417945,1.6831848471498374,cool,increased,brightPink,<3,intermittentMild,normal,none,slight,>1liter,normal,normal,0.8208450497940408,-0.6683678465550981,no,no,none,none,none,none,lived,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,normal,normal,high,high,low,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
yes,adult,0.054281803039592326,0.13727151583318517,0.24165668529853968,warm,reduced,brightPink,<3,continuousSevere,hypomotile,moderate,none,>1liter,normal,distendedLarge,-1.21838968918518,-0.6837343968142273,yes,yes,colon,strangulation,none,torsion,lived,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,normal,normal,normal,low,low,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
yes,adult,-0.2639585716434947,-0.434723024490792,-1.7555766858456436,normal,normal,brightPink,<3,depressed,hypermotile,none,none,none,normal,distendedSmall,-0.12063891995856849,1.5636235785834083,yes,no,intestine,strangulation,none,lipoma,euthanized,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,normal,low,low,normal,high,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
no,adult,-0.5821989463265818,-0.8637189297337748,-1.7555766858456436,warm,normal,brightPink,<3,intermittentMild,hypermotile,none,slight,none,increased,firmFecesLarge,0.2839955108161247,-0.653001296295969,no,yes,none,none,none,none,lived,no,no,no,no,no,no,no,no,yes,no,no,yes,no,yes,no,no,normal,low,low,normal,low,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
no,adult,-0.2639585716434947,-1.0782168823552662,-1.7555766858456436,cool,normal,palePink,<3,alert,hypermotile,none,slight,none,decreased,other,-0.9472752294366971,-0.7106258597677033,no,no,colon,simple,mechanical,obturation,lived,no,no,no,no,yes,no,no,no,yes,no,yes,yes,yes,no,no,no,normal,low,low,low,low,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
yes,adult,0.6907625524057551,-0.8637189297337748,-0.61623981650963,cool,normal,normalPink,<3,intermittentSevere,hypomotile,none,slight,none,decreased,distendedLarge,-0.9472752294366971,1.9477873350616366,yes,no,colon,simple,mechanical,obturation,lived,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,normal,low,normal,low,high,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
no,adult,0.054281803039592326,-1.0782168823552662,-1.1082638226180797,normal,normal,palePink,<3,alert,hypomotile,none,slight,none,normal,firmFecesLarge,-1.21838968918518,1.3715417003442942,no,no,none,none,none,none,lived,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,normal,low,low,low,high,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
yes,adult,0.37252217772266805,0.42326878599517376,0.25581679193687595,cool,normal,brightRedInjected,>=3,intermittentSevere,hypomotile,moderate,slight,<1liter,absent,distendedSmall,0.18672182104553078,-0.6453180211664045,yes,no,colonTransverse,simple,mechanical,obturation,died,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,normal,normal,normal,normal,low,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
no,adult,-0.10483838430195119,-1.006717564814769,0.8577656996345353,warm,normal,palePink,<3,intermittentMild,hypomotile,none,slight,none,normal,firmFecesLarge,-1.21838968918518,-0.6722094841198805,no,no,none,none,none,none,lived,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,normal,low,high,low,low,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
yes,adult,0.8498827397472986,-1.3642141525172549,0.25581679193687595,warm,normal,palePink,<3,depressed,hypomotile,none,slight,none,decreased,distendedLarge,-1.508699906684141,1.7172890811746997,yes,no,colonDescending,simple,mechanical,extrinsic,euthanized,no,no,no,no,yes,no,no,no,no,yes,yes,yes,yes,yes,no,no,high,low,normal,low,high,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
yes,adult,-1.8551604450589072,-1.006717564814769,-1.7555766858456436,cool,normal,normalPink,>=3,alert,hypermotile,none,none,none,absent,other,-0.5718621475111355,-0.6760511216846627,yes,no,intestine,strangulation,none,hernia,lived,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,low,low,low,normal,low,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
yes,adult,-0.4230787589850382,-1.2927148349767577,-1.7555766858456436,normal,normal,normalPink,<3,alert,normal,none,none,none,normal,distendedLarge,-0.12063891995856849,0.28435826951090803,yes,yes,colon,simple,mechanical,displacement,lived,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,normal,low,low,normal,normal,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
yes,adult,-0.4230787589850382,-0.8637189297337748,-0.3504213212731764,normal,normal,palePink,<3,depressed,absent,none,slight,none,normal,distendedSmall,-0.339823211332199,-0.626109833342493,yes,no,intestine,strangulation,none,hernia,lived,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,normal,low,normal,normal,low,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
no,adult,0.054281803039592326,-1.0782168823552662,-0.5729948130474269,cool,normal,normalPink,<3,alert,hypermotile,slight,slight,none,decreased,other,-1.21838968918518,-0.7067842222029209,no,no,colon,simple,mechanical,extrinsic,lived,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,normal,low,normal,low,low,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
yes,adult,-0.10483838430195119,-0.005727119247809117,0.25581679193687595,cool,reduced,palePink,<3,intermittentSevere,absent,moderate,slight,none,decreased,distendedLarge,-0.9472752294366971,1.217876197753003,yes,no,colonCecum,strangulation,none,intussuption,lived,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,normal,normal,normal,low,high,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
yes,adult,-0.10483838430195119,0.3517694684546766,2.0457810462124364,cool,normal,paleCyanotic,<3,depressed,hypomotile,moderate,none,<1liter,absent,distendedSmall,0.7364728398258341,1.5636235785834083,yes,no,intestine,strangulation,none,lipoma,euthanized,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,normal,normal,high,high,high,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
no,adult,-0.2639585716434947,-0.005727119247809117,0.6389002381374747,normal,normal,palePink,<3,intermittentMild,hypomotile,slight,slight,none,decreased,distendedLarge,-0.8182115367139827,-0.6722094841198805,no,yes,colon,simple,paralytic,adynamic,lived,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,normal,normal,normal,low,low,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
yes,adult,-0.10483838430195119,0.1015218570629366,-1.7555766858456436,normal,normal,paleCyanotic,<3,continuousSevere,hypomotile,moderate,none,<1liter,absent,distendedSmall,1.1405588847903856,-0.6069016455185816,yes,yes,intestine,strangulation,none,lipoma,lived,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,no,no,normal,normal,low,high,low,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
no,young,-0.2639585716434947,0.7092660561571623,0.10940244178291668,normal,normal,brightPink,<3,alert,hypomotile,slight,significant,none,normal,distendedLarge,-0.9472752294366971,-0.6991009470733566,no,yes,none,none,none,none,lived,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,normal,normal,normal,low,low,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
no,adult,0.21340199038112453,0.566267421076168,0.7731830619780813,cold,reduced,darkCyanotic,>=3,depressed,hypomotile,moderate,slight,<1liter,absent,distendedSmall,0.9761200998988019,0.2382586187335207,no,no,intestine,inflamation,none,none,died,no,no,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,normal,normal,high,high,normal,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
yes,young,0.054281803039592326,0.20877083337368232,1.6831848471498374,cold,absent,darkCyanotic,>=3,intermittentMild,hypomotile,moderate,none,>1liter,normal,distendedSmall,1.2163790898222109,-0.7106258597677033,yes,yes,gastric,other,none,none,died,no,no,no,no,no,no,yes,no,no,no,yes,yes,no,yes,no,no,normal,normal,high,high,low,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
yes,adult,-0.2639585716434947,0.28027015091417945,0.25581679193687595,cool,reduced,palePink,<3,depressed,hypomotile,moderate,slight,<1liter,absent,distendedSmall,0.2839955108161247,-0.6145849206481462,yes,no,intestine,simple,mechanical,obturation,lived,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,no,no,normal,normal,normal,normal,low,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
no,adult,1.3272433017719178,0.42326878599517376,-1.7555766858456436,cool,normal,brightRedInjected,<3,depressed,absent,slight,none,>1liter,absent,distendedSmall,1.4349269402689886,-0.7067842222029209,yes,yes,intestine,strangulation,none,hernia,died,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,high,normal,low,high,low,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
yes,adult,0.5316423650642116,0.6377667386166652,0.3788507145133207,normal,normal,palePink,<3,intermittentMild,hypomotile,moderate,slight,<1liter,absent,distendedLarge,0.18672182104553078,2.101452837652928,yes,no,colonTransverse,simple,mechanical,intrinsic,lived,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,normal,normal,normal,normal,high,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
no,adult,-3.44636231847432,0.9952633263191509,-0.61623981650963,cold,reduced,darkCyanotic,>=3,depressed,absent,moderate,none,none,absent,distendedLarge,2.197476495518547,-0.7144674973324856,yes,yes,colon,strangulation,none,torsion,euthanized,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,low,normal,normal,high,low,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
yes,adult,-0.741319133668114,-1.006717564814769,0.10940244178291668,cool,absent,palePink,>=3,continuousSevere,absent,severe,none,none,decreased,distendedLarge,-0.015469720735392947,1.7557054568225225,yes,no,colon,strangulation,none,torsion,lived,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,low,low,normal,normal,high,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
no,adult,0.37252217772266805,-0.7207202946527805,-0.61623981650963,warm,normal,palePink,<3,alert,hypomotile,slight,slight,none,decreased,distendedLarge,-0.4541501822517358,1.4867908272877626,no,no,none,none,none,none,lived,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,normal,low,normal,normal,high,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
no,adult,-1.059559508351201,-0.8637189297337748,-0.22063959918589865,cool,normal,normalPink,<3,depressed,hypermotile,none,none,none,decreased,other,-0.22870670244028438,-0.7029425846381387,no,yes,colonDescending,simple,mechanical,obturation,lived,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,low,low,normal,normal,low,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
