surgery,age,tempRectal,pulse,respiratoryRate,tempExtrem,pulsePeripheral,mucousMembranes,capilaryRefillTime,pain,peristalsis,abdominalDistension,nasogastricTube,nasogastricReflux,rectalExamination,abdomen,cellVolume,totalProtein,surgicalLesion,pathologyData,lesionSite,lesionType,lesionSubtype,lesionCode,outcome,tempRectalMissing,pulseMissing,respiratoryRateMissing,tempExtremMissing,pulsePeripheralMissing,mucousMembranesMissing,capilaryRefillTimeMissing,painMissing,peristalsisMissing,abdominalDistensionMissing,nasogastricTubeMissing,nasogastricRefluxMissing,rectalExaminationMissing,abdomenMissing,cellVolumeMissing,totalProteinMissing,tempRectalDiscr,pulseDiscr,respiratoryRateDiscr,cellVolumeDiscr,totalProteinDiscr,tempExtrem_cold,tempExtrem_cool,tempExtrem_normal,tempExtrem_warm,pulsePeripheral_absent,pulsePeripheral_increased,pulsePeripheral_normal,pulsePeripheral_reduced,mucousMembranes_brightPink,mucousMembranes_brightRedInjected,mucousMembranes_darkCyanotic,mucousMembranes_normalPink,mucousMembranes_paleCyanotic,mucousMembranes_palePink,pain_alert,pain_continuousSevere,pain_depressed,pain_intermittentMild,pain_intermittentSevere,peristalsis_absent,peristalsis_hypermotile,peristalsis_hypomotile,peristalsis_normal,abdominalDistension_moderate,abdominalDistension_none,abdominalDistension_severe,abdominalDistension_slight,nasogastricTube_none,nasogastricTube_significant,nasogastricTube_slight,nasogastricReflux_<1liter,nasogastricReflux_>1liter,nasogastricReflux_none,rectalExamination_absent,rectalExamination_decreased,rectalExamination_increased,rectalExamination_normal,abdomen_distendedLarge,abdomen_distendedSmall,abdomen_firmFecesLarge,abdomen_normal,abdomen_other,lesionSite_allIntestinalSites,lesionSite_bladder,lesionSite_cecum,lesionSite_colon,lesionSite_colonCecum,lesionSite_colonDescending,lesionSite_colonTransverse,lesionSite_gastric,lesionSite_intestine,lesionSite_none,lesionSite_uterus,lesionType_inflamation,lesionType_none,lesionType_other,lesionType_simple,lesionType_strangulation,lesionSubtype_mechanical,lesionSubtype_none,lesionSubtype_paralytic,lesionCode_adynamic,lesionCode_displacement,lesionCode_extrinsic,lesionCode_hernia,lesionCode_intrinsic,lesionCode_intussuption,lesionCode_lipoma,lesionCode_none,lesionCode_obturation,lesionCode_thromboembolic,lesionCode_torsion,outcome_died,outcome_euthanized,outcome_lived
yes,adult,37.4,84.0,3.11936661018997,normal,reduced,palePink,>=3,intermittentMild,hypomotile,slight,slight,none,absent,distendedLarge,2.714433486052989,12.2,yes,yes,colonDescending,strangulation,none,lipoma,died,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,yes,yes,low,normal,normal,normal,low,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
yes,adult,38.0,76.0,2.583065903522425,normal,normal,brightRedInjected,>=3,intermittentMild,hypomotile,slight,slight,<1liter,absent,distendedSmall,2.8888590905692926,11.0,yes,yes,intestine,strangulation,none,lipoma,lived,no,no,no,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,no,no,normal,normal,low,high,low,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
no,adult,37.5,48.0,2.488968919974521,normal,normal,normalPink,<3,alert,hypermotile,none,none,none,normal,normal,2.5875022807743866,6.5,no,no,none,none,none,none,lived,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,low,low,low,low,low,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
no,adult,37.8,48.0,2.381222193142712,normal,normal,normalPink,<3,intermittentMild,hypomotile,slight,none,<1liter,normal,other,2.5599815425983867,7.5,no,yes,colon,simple,mechanical,obturation,lived,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,yes,no,no,normal,low,low,low,low,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
no,adult,37.2,36.0,2.0164633758589954,normal,normal,normalPink,<3,depressed,hypomotile,none,slight,none,absent,normal,2.5599815425983867,5.7,no,no,colon,simple,mechanical,displacement,lived,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,low,low,low,low,low,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
yes,adult,39.2,88.0,3.4716209089764094,cold,absent,darkCyanotic,>=3,continuousSevere,absent,severe,none,none,absent,distendedLarge,2.8206022793026913,28.5,no,no,colon,strangulation,none,torsion,euthanized,no,no,no,no,no,yes,no,no,no,yes,yes,yes,yes,yes,yes,yes,high,normal,high,high,normal,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
yes,adult,37.6,38.0,2.666497066270746,cool,reduced,normalPink,<3,intermittentMild,hypomotile,slight,none,none,decreased,distendedLarge,2.5875022807743866,68.0,yes,no,colon,strangulation,none,torsion,lived,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,low,low,normal,low,high,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
yes,adult,38.2,104.0,2.868273242779626,cool,reduced,brightRedInjected,>=3,depressed,absent,moderate,slight,<1liter,absent,distendedSmall,2.876439151499364,8.6,yes,yes,intestine,strangulation,none,thromboembolic,died,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,normal,normal,normal,high,low,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
no,adult,37.9,73.2,2.94458283792488,cool,reduced,normalPink,<3,continuousSevere,hypomotile,moderate,none,none,absent,distendedLarge,2.6006034930769126,6.5,yes,no,colon,strangulation,none,torsion,died,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,normal,normal,normal,low,low,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
no,adult,38.6,52.0,2.666497066270746,normal,normal,normalPink,<3,intermittentMild,hypomotile,slight,none,none,normal,firmFecesLarge,2.5739705346326054,6.6,no,yes,none,none,none,none,lived,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,normal,low,normal,low,low,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
yes,adult,37.6,78.0,2.8092343562890423,cool,reduced,palePink,<3,intermittentMild,hypomotile,moderate,slight,none,absent,distendedSmall,2.6604439317336466,62.0,no,no,intestine,strangulation,none,lipoma,euthanized,yes,no,no,no,no,no,no,yes,no,yes,no,no,yes,no,no,no,low,normal,normal,normal,high,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
no,adult,37.0,60.0,2.666497066270746,cool,reduced,palePink,<3,intermittentMild,hypomotile,moderate,slight,>1liter,absent,distendedSmall,2.6604439317336466,7.6,yes,yes,intestine,strangulation,none,lipoma,euthanized,no,no,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,low,low,normal,normal,low,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
yes,adult,38.2,80.0,2.9116714959147516,cool,reduced,palePink,<3,intermittentSevere,absent,severe,slight,none,absent,distendedLarge,2.6604439317336466,70.0,yes,no,colon,simple,mechanical,obturation,lived,yes,no,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,no,normal,normal,normal,normal,high,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
yes,young,38.7,128.0,3.11936661018997,cool,reduced,paleCyanotic,>=3,intermittentSevere,absent,moderate,significant,none,absent,distendedLarge,2.7584189844113225,7.8,no,yes,gastric,other,none,none,died,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,high,high,normal,high,low,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
yes,adult,37.1,84.0,3.198335886455886,cool,reduced,darkCyanotic,<3,depressed,absent,severe,significant,>1liter,absent,distendedLarge,2.912488585560554,81.0,no,no,gastric,other,none,none,euthanized,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,low,normal,high,high,high,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
yes,adult,38.6,42.0,3.076248679849914,warm,normal,paleCyanotic,<3,depressed,hypomotile,none,slight,none,normal,other,2.7124881620058914,7.2,yes,no,colon,simple,mechanical,obturation,lived,no,no,no,no,no,no,yes,no,no,no,yes,yes,no,yes,no,no,normal,low,normal,normal,low,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
yes,young,38.3,130.0,3.496156987370835,cool,reduced,paleCyanotic,<3,depressed,absent,severe,none,none,absent,distendedLarge,2.7315182331715935,70.0,yes,no,colon,simple,mechanical,obturation,lived,no,no,no,yes,no,yes,no,no,no,yes,yes,yes,yes,yes,no,no,normal,high,high,normal,high,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
yes,adult,38.0,51.6,2.6383631627142736,normal,normal,normalPink,<3,intermittentMild,hypomotile,none,none,none,decreased,distendedLarge,2.364982804692899,6.7,yes,no,colon,simple,mechanical,intrinsic,lived,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,normal,low,normal,low,low,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
yes,adult,38.2,48.0,2.583065903522425,normal,normal,normalPink,<3,intermittentMild,hypomotile,moderate,none,>1liter,absent,distendedLarge,2.7124881620058914,74.0,yes,no,cecum,simple,mechanical,obturation,lived,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,normal,low,low,normal,high,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
yes,adult,37.9,68.0,2.666497066270746,normal,normal,brightPink,<3,depressed,absent,slight,slight,none,normal,distendedLarge,2.6820895464617767,4.0,yes,yes,cecum,other,none,none,died,no,no,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,normal,low,normal,normal,low,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
yes,adult,38.3,80.0,3.198335886455886,cool,reduced,darkCyanotic,>=3,intermittentSevere,hypomotile,none,slight,>1liter,normal,distendedSmall,2.8635809619067287,10.2,yes,no,intestine,strangulation,none,hernia,euthanized,no,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,normal,normal,high,high,low,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
no,adult,38.2,56.2,2.888854311348738,normal,normal,palePink,<3,alert,hypomotile,none,slight,none,increased,other,2.6604439317336466,7.7,no,no,colon,simple,mechanical,obturation,lived,yes,yes,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,no,normal,low,normal,normal,low,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
no,adult,39.0,86.0,2.488968919974521,cool,reduced,brightRedInjected,>=3,intermittentMild,hypomotile,moderate,none,>1liter,absent,distendedLarge,2.8700666021519097,5.8,yes,yes,cecum,other,none,none,died,no,no,no,no,no,no,yes,no,no,no,yes,no,yes,yes,no,no,high,normal,low,high,low,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
yes,adult,37.5,96.0,2.583065903522425,normal,reduced,darkCyanotic,>=3,intermittentMild,absent,slight,slight,<1liter,absent,distendedSmall,2.876439151499364,8.9,yes,yes,intestine,strangulation,none,hernia,lived,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,low,normal,low,high,low,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
yes,adult,38.2,64.0,2.9283174721646974,normal,normal,normalPink,<3,intermittentMild,hypermotile,none,slight,none,absent,distendedSmall,2.7221193381371025,8.6,yes,yes,intestine,strangulation,none,hernia,lived,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,normal,low,normal,normal,low,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
no,adult,38.5,100.0,3.0231433454298373,cool,reduced,brightRedInjected,>=3,intermittentSevere,hypomotile,severe,slight,none,absent,distendedLarge,2.7635806879437936,22.6,no,no,colonCecum,simple,paralytic,adynamic,euthanized,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,normal,normal,normal,high,normal,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
yes,young,38.8,124.0,3.11936661018997,cool,normal,brightPink,<3,depressed,hypomotile,severe,none,none,absent,distendedSmall,2.7315182331715935,7.6,yes,yes,intestine,strangulation,none,hernia,died,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,high,normal,normal,low,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
yes,adult,38.5,30.0,2.583065903522425,normal,normal,normalPink,<3,intermittentMild,hypomotile,none,slight,none,absent,distendedSmall,2.625610337220743,7.7,yes,no,intestine,simple,mechanical,extrinsic,lived,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,normal,low,low,normal,low,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
yes,young,38.8,150.0,3.3634227861905437,normal,reduced,darkCyanotic,>=3,continuousSevere,hypomotile,slight,none,none,absent,distendedLarge,2.7315182331715935,6.2,yes,no,colonCecum,strangulation,none,thromboembolic,died,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,high,high,high,normal,low,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
no,adult,37.2,108.0,2.2554106966849807,cool,reduced,paleCyanotic,>=3,depressed,absent,slight,slight,<1liter,decreased,firmFecesLarge,2.7496588857121798,8.2,yes,yes,intestine,strangulation,none,thromboembolic,euthanized,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,low,normal,low,high,low,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
yes,adult,37.2,60.0,2.955223116055115,warm,normal,normalPink,<3,intermittentMild,hypomotile,moderate,slight,none,absent,distendedLarge,2.6604439317336466,6.6,yes,no,intestine,strangulation,none,lipoma,lived,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,low,low,normal,normal,low,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
yes,adult,37.3,48.0,2.2554106966849807,normal,normal,palePink,<3,intermittentMild,hypermotile,moderate,slight,none,decreased,firmFecesLarge,2.625610337220743,6.6,yes,yes,colon,strangulation,none,torsion,lived,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,low,low,low,normal,low,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
yes,adult,38.7,96.0,2.9283174721646974,cool,reduced,paleCyanotic,<3,depressed,absent,moderate,slight,<1liter,absent,distendedSmall,2.843407165461263,9.0,yes,yes,intestine,strangulation,none,torsion,died,no,no,no,no,no,no,no,yes,no,yes,yes,no,yes,yes,no,no,high,normal,normal,high,low,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
yes,adult,38.3,60.0,2.488968919974521,cool,normal,normalPink,<3,depressed,hypermotile,none,slight,>1liter,normal,distendedSmall,2.482050264519238,6.0,yes,no,colon,simple,mechanical,displacement,lived,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,normal,low,low,low,low,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
yes,adult,38.2,42.0,2.666497066270746,normal,normal,normalPink,<3,alert,hypomotile,none,none,none,decreased,normal,2.702613942275695,60.0,no,no,none,none,none,none,lived,no,no,no,yes,yes,no,no,yes,no,yes,yes,yes,no,yes,no,no,normal,low,normal,normal,high,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
no,adult,38.2,96.0,3.0279238055415716,cool,reduced,palePink,>=3,continuousSevere,absent,severe,none,none,absent,distendedLarge,2.814676118525745,21.0,yes,no,colonCecum,simple,mechanical,displacement,died,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,yes,normal,normal,normal,high,normal,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
yes,young,38.1,100.0,3.7017320436787364,cool,normal,brightPink,<3,intermittentMild,absent,none,slight,none,normal,normal,2.5739705346326054,5.7,yes,no,colon,simple,mechanical,obturation,lived,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,normal,normal,high,low,low,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
yes,adult,38.0,42.0,3.586174043173763,cold,normal,normalPink,<3,intermittentMild,hypomotile,slight,slight,>1liter,absent,distendedSmall,2.6375592394633296,7.6,yes,no,intestine,strangulation,none,torsion,lived,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,normal,low,high,normal,low,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
no,adult,37.2,72.0,2.8092343562890423,cool,increased,paleCyanotic,>=3,intermittentSevere,hypomotile,moderate,significant,none,absent,distendedSmall,2.6714138562065033,8.8,yes,yes,intestine,strangulation,none,hernia,euthanized,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,low,normal,normal,normal,low,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
no,adult,38.6,52.0,2.6545719052657746,normal,normal,normalPink,<3,intermittentMild,hypomotile,slight,none,none,normal,firmFecesLarge,2.5149648152886224,6.6,no,yes,none,none,none,none,lived,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,normal,low,normal,low,low,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
yes,adult,38.4,44.0,2.8092343562890423,cool,reduced,paleCyanotic,<3,continuousSevere,absent,moderate,slight,none,absent,distendedLarge,2.7315182331715935,77.0,yes,no,colon,strangulation,none,torsion,lived,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,normal,low,normal,normal,high,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
no,adult,37.5,48.0,2.9811455209007374,cold,normal,palePink,<3,alert,normal,none,none,none,normal,normal,2.7124881620058914,8.6,no,no,none,other,none,none,lived,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,low,low,normal,normal,low,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
