surgery,age,tempRectal,pulse,respiratoryRate,tempExtrem,pulsePeripheral,mucousMembranes,capilaryRefillTime,pain,peristalsis,abdominalDistension,nasogastricTube,nasogastricReflux,rectalExamination,abdomen,cellVolume,totalProtein,surgicalLesion,pathologyData,lesionSite,lesionType,lesionSubtype,lesionCode,outcome,tempRectalMissing,pulseMissing,respiratoryRateMissing,tempExtremMissing,pulsePeripheralMissing,mucousMembranesMissing,capilaryRefillTimeMissing,painMissing,peristalsisMissing,abdominalDistensionMissing,nasogastricTubeMissing,nasogastricRefluxMissing,rectalExaminationMissing,abdomenMissing,cellVolumeMissing,totalProteinMissing,tempRectalDiscr,pulseDiscr,respiratoryRateDiscr,cellVolumeDiscr,totalProteinDiscr,tempExtrem_cold,tempExtrem_cool,tempExtrem_normal,tempExtrem_warm,pulsePeripheral_absent,pulsePeripheral_increased,pulsePeripheral_normal,pulsePeripheral_reduced,mucousMembranes_brightPink,mucousMembranes_brightRedInjected,mucousMembranes_darkCyanotic,mucousMembranes_normalPink,mucousMembranes_paleCyanotic,mucousMembranes_palePink,pain_alert,pain_continuousSevere,pain_depressed,pain_intermittentMild,pain_intermittentSevere,peristalsis_absent,peristalsis_hypermotile,peristalsis_hypomotile,peristalsis_normal,abdominalDistension_moderate,abdominalDistension_none,abdominalDistension_severe,abdominalDistension_slight,nasogastricTube_none,nasogastricTube_significant,nasogastricTube_slight,nasogastricReflux_<1liter,nasogastricReflux_>1liter,nasogastricReflux_none,rectalExamination_absent,rectalExamination_decreased,rectalExamination_increased,rectalExamination_normal,abdomen_distendedLarge,abdomen_distendedSmall,abdomen_firmFecesLarge,abdomen_normal,abdomen_other,lesionSite_allIntestinalSites,lesionSite_bladder,lesionSite_cecum,lesionSite_colon,lesionSite_colonCecum,lesionSite_colonDescending,lesionSite_colonTransverse,lesionSite_gastric,lesionSite_intestine,lesionSite_none,lesionSite_uterus,lesionType_inflamation,lesionType_none,lesionType_other,lesionType_simple,lesionType_strangulation,lesionSubtype_mechanical,lesionSubtype_none,lesionSubtype_paralytic,lesionCode_adynamic,lesionCode_displacement,lesionCode_extrinsic,lesionCode_hernia,lesionCode_intrinsic,lesionCode_intussuption,lesionCode_lipoma,lesionCode_none,lesionCode_obturation,lesionCode_thromboembolic,lesionCode_torsion,outcome_died,outcome_euthanized,outcome_lived
no,adult,0.5348837209302317,0.06493506493506496,0.4777414021496791,normal,normal,palePink,<3,intermittentMild,hypomotile,none,none,none,normal,normal,0.33036112357173053,0.03967327887981331,no,yes,none,none,none,none,lived,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,normal,low,normal,low,low,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
no,young,0.5348837209302317,0.3896103896103897,0.5935661219749737,normal,normal,normalPink,<3,continuousSevere,hypomotile,none,slight,none,decreased,normal,0.4970766255934729,0.0338389731621937,no,yes,none,none,none,none,lived,no,no,yes,no,yes,no,no,no,no,no,no,no,no,yes,no,no,normal,normal,normal,normal,low,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
yes,adult,0.23255813953488413,0.2337662337662338,0.4013093342958918,normal,reduced,brightPink,<3,intermittentSevere,hypomotile,moderate,none,none,normal,distendedLarge,0.3820234452261273,0.04200700116686115,yes,no,colon,simple,mechanical,displacement,died,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,low,low,normal,low,low,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
no,young,0.8139534883720927,0.3506493506493507,0.5697953131966129,normal,normal,normalPink,<3,alert,hypermotile,none,slight,none,normal,normal,0.18290516643220744,0.019836639439906656,no,no,none,none,none,none,lived,no,no,no,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,no,no,high,normal,normal,low,low,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
yes,adult,0.3488372093023262,0.27272727272727276,0.5697953131966129,cold,reduced,paleCyanotic,<3,intermittentSevere,absent,moderate,slight,none,decreased,distendedLarge,0.8285259469309629,0.04084014002333722,yes,no,colon,strangulation,none,torsion,died,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,low,normal,normal,high,low,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
yes,young,0.7441860465116292,0.7532467532467533,0.736453232763294,cool,reduced,brightPink,<3,depressed,hypomotile,moderate,none,none,absent,distendedSmall,0.6390474195171798,0.29638273045507585,yes,no,intestine,simple,mechanical,extrinsic,died,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,high,high,high,normal,normal,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
no,adult,0.5813953488372103,0.45454545454545453,0.5922840445835416,cool,reduced,brightRedInjected,>=3,intermittentSevere,hypomotile,severe,slight,none,absent,distendedLarge,0.738951061021206,0.2252042007001167,no,no,colonCecum,simple,paralytic,adynamic,euthanized,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,normal,normal,normal,high,normal,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
yes,adult,0.25581395348837255,0.29220779220779225,0.643809074239889,cool,reduced,palePink,>=3,intermittentSevere,absent,slight,slight,<1liter,absent,distendedSmall,0.6493812672137436,0.04784130688448075,yes,yes,gastric,strangulation,paralytic,hernia,died,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,low,normal,normal,normal,low,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
yes,adult,0.3255813953488378,0.3506493506493507,0.643809074239889,normal,reduced,palePink,>=3,intermittentMild,hypomotile,slight,slight,none,absent,distendedLarge,0.6527915952527019,0.10385064177362893,yes,yes,colonDescending,strangulation,none,lipoma,died,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,yes,yes,low,normal,normal,normal,low,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
yes,young,0.46511627906976827,0.7142857142857144,0.8937721875083,normal,normal,normalPink,<3,intermittentMild,hypomotile,slight,slight,none,increased,normal,0.4754931677211953,0.023337222870478416,yes,no,colonDescending,simple,mechanical,obturation,lived,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,normal,high,high,low,low,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
yes,young,0.5581395348837201,0.3506493506493507,0.6860950464700419,cool,reduced,brightPink,<3,intermittentMild,hypomotile,moderate,none,none,absent,distendedSmall,0.40654740658991084,0.03850641773628938,yes,yes,intestine,strangulation,none,torsion,died,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,normal,normal,high,low,low,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
yes,adult,0.5581395348837201,0.25974025974025977,0.306247677163892,cool,absent,brightRedInjected,>=3,depressed,hypomotile,slight,slight,none,absent,distendedLarge,0.8285259469309629,0.04900816802800467,yes,no,intestine,simple,mechanical,intrinsic,died,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,normal,normal,low,high,low,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
yes,adult,0.41860465116278966,0.11688311688311687,0.5415072813511252,normal,normal,normalPink,<3,alert,normal,none,slight,none,normal,normal,0.6143142317704058,0.03033838973162195,no,yes,none,none,none,none,lived,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,normal,low,normal,normal,low,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
no,adult,0.41860465116278966,0.11688311688311687,0.596117272973127,normal,normal,palePink,<3,depressed,hypermotile,slight,none,none,absent,distendedLarge,0.43026977477439576,0.03967327887981331,no,no,intestine,simple,paralytic,adynamic,lived,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,normal,low,normal,low,low,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
yes,adult,0.27906976744186096,0.07792207792207795,0.1811833861997867,warm,normal,normalPink,<3,intermittentMild,hypomotile,moderate,significant,none,absent,distendedLarge,0.4906699621007782,0.04317386231038507,no,no,colonCecum,simple,paralytic,adynamic,lived,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,low,low,low,low,low,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
yes,young,0.5813953488372103,0.5844155844155845,0.904867559439716,cool,reduced,normalPink,<3,intermittentMild,hypermotile,moderate,slight,none,normal,distendedLarge,0.3820234452261273,0.5915985997666278,yes,no,colonCecum,strangulation,none,torsion,lived,no,no,no,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,no,normal,high,high,low,high,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
yes,adult,0.4883720930232567,0.24675324675324678,0.24855213638981222,cool,reduced,paleCyanotic,<3,intermittentSevere,absent,moderate,slight,none,absent,distendedLarge,0.7035830873492701,0.07117852975495917,yes,yes,colonCecum,strangulation,none,torsion,died,yes,no,no,yes,yes,no,no,no,yes,yes,yes,no,yes,yes,yes,yes,normal,low,low,normal,low,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
yes,adult,0.5348837209302317,0.5844155844155845,0.6011683418818035,cool,absent,paleCyanotic,<3,intermittentSevere,absent,severe,none,none,absent,distendedLarge,0.7145448894251976,0.7432905484247374,yes,no,colon,strangulation,none,torsion,euthanized,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,normal,high,normal,high,high,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
yes,adult,0.41860465116278966,0.11688311688311687,0.1811833861997867,cool,normal,normalPink,<3,intermittentMild,hypomotile,slight,none,none,normal,firmFecesLarge,0.43026977477439576,0.025670945157526256,no,yes,colonCecum,simple,paralytic,intrinsic,lived,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,normal,low,low,low,low,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
yes,adult,0.41860465116278966,0.27272727272727276,0.5711558447877627,cool,reduced,palePink,<3,continuousSevere,hypomotile,none,slight,none,normal,normal,0.7739717935075214,0.8949824970828472,yes,no,colon,simple,mechanical,obturation,lived,no,no,yes,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,normal,normal,normal,high,high,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
no,adult,0.3488372093023262,0.11688311688311687,0.306247677163892,normal,normal,normalPink,<3,alert,hypermotile,none,none,none,normal,normal,0.43026977477439576,0.03733955659276546,no,no,none,none,none,none,lived,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,low,low,low,low,low,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
yes,adult,0.46511627906976827,0.45454545454545453,0.589706743300785,cool,reduced,paleCyanotic,>=3,continuousSevere,absent,severe,slight,none,increased,distendedLarge,0.8153041230431732,0.03500583430571762,yes,no,colonCecum,strangulation,none,torsion,died,yes,no,yes,no,yes,no,no,no,no,yes,no,yes,no,yes,no,no,normal,normal,normal,high,low,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
yes,adult,0.5116279069767451,0.4805194805194805,0.5093551743999574,cool,reduced,brightRedInjected,>=3,depressed,absent,moderate,slight,<1liter,absent,distendedSmall,0.9368020993978465,0.061843640606767794,yes,yes,intestine,strangulation,none,thromboembolic,died,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,normal,normal,normal,high,low,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
no,adult,0.5348837209302317,0.16883116883116883,0.8937721875083,cool,normal,normalPink,<3,intermittentMild,hypomotile,none,slight,none,normal,distendedLarge,0.4970766255934729,0.03150525087514586,yes,no,cecum,strangulation,none,intussuption,euthanized,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,normal,low,high,normal,low,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
yes,adult,0.5813953488372103,0.4805194805194805,0.6860950464700419,cool,reduced,paleCyanotic,<3,intermittentSevere,hypomotile,severe,slight,<1liter,absent,distendedSmall,0.7083027770444126,0.23570595099183195,yes,no,intestine,simple,paralytic,adynamic,lived,no,no,no,no,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,normal,normal,high,normal,normal,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
no,adult,0.3488372093023262,0.09090909090909094,0.10043278807062062,cool,normal,normalPink,<3,intermittentMild,hypermotile,slight,slight,none,decreased,firmFecesLarge,0.558143050101152,0.5565927654609102,no,no,none,none,none,none,lived,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,low,low,low,normal,high,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
no,adult,0.5813953488372103,0.19480519480519481,0.6860950464700419,cool,normal,brightPink,<3,depressed,hypermotile,slight,slight,none,decreased,other,0.6662655853084178,0.6499416569428238,no,no,none,none,none,none,lived,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,normal,low,high,normal,high,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
yes,adult,0.41860465116278966,0.19480519480519481,0.95565046006421,normal,reduced,brightPink,>=3,depressed,hypomotile,moderate,slight,>1liter,absent,distendedLarge,0.4970766255934729,0.014002333722287048,yes,yes,cecum,strangulation,none,intussuption,lived,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,normal,low,high,normal,low,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
no,adult,0.46511627906976827,0.09090909090909094,0.1811833861997867,warm,normal,palePink,<3,intermittentMild,absent,moderate,none,>1liter,normal,distendedSmall,0.33036112357173053,0.03733955659276546,yes,no,intestine,strangulation,none,lipoma,died,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,normal,low,low,low,low,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
no,adult,0.39534883720930303,0.11688311688311687,0.45081209228037844,warm,normal,normalPink,<3,alert,hypermotile,none,none,none,normal,normal,0.5960897597704049,0.8483080513418904,no,no,none,none,none,none,lived,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low,low,normal,normal,high,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
no,young,0.5813953488372103,0.45454545454545453,0.7240442102575984,warm,normal,normalPink,<3,intermittentSevere,hypermotile,none,slight,none,normal,normal,0.43026977477439576,0.016336056009334896,no,no,colonDescending,simple,mechanical,obturation,lived,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,normal,normal,high,low,low,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
yes,adult,0.5348837209302317,0.27272727272727276,0.5697953131966129,cold,reduced,palePink,>=3,intermittentMild,hypomotile,moderate,slight,none,decreased,distendedLarge,0.558143050101152,0.04317386231038507,yes,yes,colon,simple,mechanical,obturation,lived,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,normal,normal,normal,normal,low,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
no,adult,0.6279069767441872,0.06493506493506496,0.5415072813511252,warm,normal,normalPink,<3,intermittentMild,hypermotile,none,none,none,normal,normal,0.4754931677211953,0.6849474912485414,no,no,none,none,none,none,lived,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,high,low,normal,low,high,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
no,adult,0.41860465116278966,0.19480519480519481,0.7055574042073403,warm,normal,palePink,<3,depressed,hypomotile,slight,slight,none,decreased,firmFecesLarge,0.5678247835735526,0.5134189031505251,no,no,none,none,none,none,lived,no,no,no,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,normal,low,high,normal,normal,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
no,adult,0.46511627906976827,0.07792207792207795,0.6860950464700419,cool,normal,normalPink,<3,intermittentMild,hypomotile,none,slight,none,normal,other,0.5363609389544779,0.16802800466744458,no,no,colon,simple,mechanical,obturation,lived,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,normal,low,high,normal,low,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
yes,adult,0.9069767441860463,0.27272727272727276,0.845570419657407,normal,normal,brightRedInjected,>=3,continuousSevere,absent,severe,significant,none,absent,distendedSmall,0.6143142317704058,0.03267211201866978,yes,no,intestine,simple,mechanical,obturation,lived,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,normal,high,normal,low,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
no,adult,0.5116279069767451,0.42857142857142855,0.5948438553490785,cool,reduced,palePink,>=3,continuousSevere,absent,severe,none,none,absent,distendedLarge,0.8285259469309629,0.20653442240373396,yes,no,colonCecum,simple,mechanical,displacement,died,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,yes,normal,normal,normal,high,normal,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
no,adult,0.20930232558139572,0.12987012987012986,0.6860950464700419,warm,reduced,palePink,<3,alert,hypomotile,slight,significant,none,decreased,other,0.4418451519679456,0.03733955659276546,no,no,colon,simple,mechanical,obturation,lived,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low,low,high,low,low,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
yes,adult,0.5348837209302317,0.25974025974025977,0.643809074239889,normal,normal,palePink,>=3,depressed,hypomotile,slight,slight,none,absent,distendedLarge,0.40654740658991084,0.04667444574095683,yes,no,colon,simple,mechanical,displacement,lived,yes,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,normal,normal,normal,low,low,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
no,adult,0.6279069767441872,0.11688311688311687,0.4777414021496791,warm,normal,normalPink,<3,alert,hypermotile,none,none,none,normal,normal,0.3566467104450055,0.6966161026837806,no,no,none,none,none,none,lived,no,no,no,yes,yes,yes,yes,no,no,yes,no,no,no,yes,no,no,high,low,normal,low,high,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
