surgery,age,tempRectal,pulse,respiratoryRate,tempExtrem,pulsePeripheral,mucousMembranes,capilaryRefillTime,pain,peristalsis,abdominalDistension,nasogastricTube,nasogastricReflux,rectalExamination,abdomen,cellVolume,totalProtein,surgicalLesion,pathologyData,lesionSite,lesionType,lesionSubtype,lesionCode,outcome,tempRectalMissing,pulseMissing,respiratoryRateMissing,tempExtremMissing,pulsePeripheralMissing,mucousMembranesMissing,capilaryRefillTimeMissing,painMissing,peristalsisMissing,abdominalDistensionMissing,nasogastricTubeMissing,nasogastricRefluxMissing,rectalExaminationMissing,abdomenMissing,cellVolumeMissing,totalProteinMissing,tempRectalDiscr,pulseDiscr,respiratoryRateDiscr,cellVolumeDiscr,totalProteinDiscr,tempExtrem_cold,tempExtrem_cool,tempExtrem_normal,tempExtrem_warm,pulsePeripheral_absent,pulsePeripheral_increased,pulsePeripheral_normal,pulsePeripheral_reduced,mucousMembranes_brightPink,mucousMembranes_brightRedInjected,mucousMembranes_darkCyanotic,mucousMembranes_normalPink,mucousMembranes_paleCyanotic,mucousMembranes_palePink,pain_alert,pain_continuousSevere,pain_depressed,pain_intermittentMild,pain_intermittentSevere,peristalsis_absent,peristalsis_hypermotile,peristalsis_hypomotile,peristalsis_normal,abdominalDistension_moderate,abdominalDistension_none,abdominalDistension_severe,abdominalDistension_slight,nasogastricTube_none,nasogastricTube_significant,nasogastricTube_slight,nasogastricReflux_<1liter,nasogastricReflux_>1liter,nasogastricReflux_none,rectalExamination_absent,rectalExamination_decreased,rectalExamination_increased,rectalExamination_normal,abdomen_distendedLarge,abdomen_distendedSmall,abdomen_firmFecesLarge,abdomen_normal,abdomen_other,lesionSite_allIntestinalSites,lesionSite_bladder,lesionSite_cecum,lesionSite_colon,lesionSite_colonCecum,lesionSite_colonDescending,lesionSite_colonTransverse,lesionSite_gastric,lesionSite_intestine,lesionSite_none,lesionSite_uterus,lesionType_inflamation,lesionType_none,lesionType_other,lesionType_simple,lesionType_strangulation,lesionSubtype_mechanical,lesionSubtype_none,lesionSubtype_paralytic,lesionCode_adynamic,lesionCode_displacement,lesionCode_extrinsic,lesionCode_hernia,lesionCode_intrinsic,lesionCode_intussuption,lesionCode_lipoma,lesionCode_none,lesionCode_obturation,lesionCode_thromboembolic,lesionCode_torsion,outcome_died,outcome_euthanized,outcome_lived
yes,adult,0.21340199038112453,0.13727151583318517,0.2628586868933786,cool,reduced,paleCyanotic,>=3,continuousSevere,absent,severe,slight,none,absent,distendedLarge,0.39757292711543035,-0.007606185412545396,yes,no,allIntestinalSites,simple,paralytic,adynamic,euthanized,yes,no,yes,yes,no,yes,yes,yes,no,no,yes,yes,yes,no,yes,yes,normal,normal,normal,normal,normal,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
yes,adult,-2.6507613817666136,0.9952633263191509,-0.22063959918589865,cool,reduced,palePink,<3,intermittentMild,hypomotile,moderate,significant,none,absent,distendedSmall,0.4714660441306643,-0.7029425846381387,yes,yes,intestine,strangulation,none,hernia,lived,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,low,normal,normal,normal,low,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
yes,adult,1.645483676455005,0.566267421076168,-0.61623981650963,cool,reduced,paleCyanotic,<3,intermittentMild,absent,slight,none,<1liter,absent,other,0.4714660441306643,2.331951091539865,no,no,intestine,strangulation,none,hernia,euthanized,no,no,no,yes,yes,no,no,no,no,no,yes,yes,no,no,no,no,high,normal,normal,normal,high,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
no,adult,-0.4230787589850382,-0.6492209771122834,0.9584997654095971,warm,normal,brightRedInjected,<3,intermittentMild,hypermotile,none,none,none,normal,other,0.18672182104553078,1.1410434464573573,no,no,none,none,none,none,lived,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,normal,low,high,normal,high,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
no,young,2.1228442384796242,0.42326878599517376,0.25581679193687595,normal,normal,normalPink,<3,alert,hypermotile,none,slight,none,normal,normal,-2.3373109643726213,-0.7413589602859616,no,no,none,none,none,none,lived,no,no,no,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,no,no,high,normal,normal,low,low,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
no,adult,-0.741319133668114,-1.006717564814769,0.8577656996345353,warm,normal,palePink,<3,alert,hypomotile,slight,none,none,normal,distendedLarge,-0.4541501822517358,1.3715417003442942,no,no,none,none,none,none,lived,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,low,low,high,normal,high,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
yes,adult,-0.5821989463265818,-1.2927148349767577,0.3920550660065412,normal,normal,paleCyanotic,<3,continuousSevere,hypomotile,moderate,slight,<1liter,absent,distendedSmall,-0.4541501822517358,-0.7067842222029209,yes,no,intestine,strangulation,none,torsion,died,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,normal,low,normal,normal,low,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
yes,adult,-0.2639585716434947,1.2812605964811394,1.6831848471498374,warm,reduced,paleCyanotic,<3,intermittentSevere,hypomotile,moderate,slight,none,decreased,distendedSmall,0.5618682385143149,-0.026814373236456815,yes,no,intestine,strangulation,none,torsion,lived,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,yes,normal,normal,high,normal,normal,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
no,adult,-1.5369200703758201,1.2812605964811394,-1.7555766858456436,cool,reduced,paleCyanotic,>=3,depressed,absent,slight,slight,<1liter,decreased,firmFecesLarge,0.6501746667545668,-0.6184265582129286,yes,yes,intestine,strangulation,none,thromboembolic,euthanized,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,low,normal,low,high,low,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
no,adult,0.21340199038112453,0.42326878599517376,0.6389002381374747,normal,normal,palePink,<3,intermittentMild,hypomotile,none,slight,none,decreased,other,-0.12063891995856849,-0.6069016455185816,yes,no,colon,simple,mechanical,obturation,lived,yes,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,normal,normal,normal,normal,low,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
no,adult,0.6907625524057551,-1.1497161998957635,-0.61623981650963,normal,normal,normalPink,<3,alert,hypomotile,slight,slight,none,decreased,other,-0.4541501822517358,-0.6875760343790095,no,yes,colon,simple,mechanical,obturation,lived,no,no,no,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,no,no,normal,low,normal,normal,low,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
no,adult,0.37252217772266805,-0.6492209771122834,-0.22063959918589865,normal,normal,normalPink,<3,alert,hypomotile,none,slight,none,decreased,other,0.3788749103749963,-0.6568429338607513,no,yes,colon,simple,mechanical,obturation,lived,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,normal,low,normal,normal,low,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
no,adult,1.0090029270888308,0.988113394565101,0.6790411971438914,cool,absent,darkCyanotic,>=3,intermittentSevere,absent,severe,none,>1liter,absent,distendedLarge,1.53262946262516,-0.49165251857511316,yes,yes,colon,other,none,none,died,yes,yes,yes,no,no,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,high,normal,high,high,low,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
yes,adult,-1.6960402577173637,0.42326878599517376,0.8577656996345353,cool,reduced,darkCyanotic,<3,depressed,absent,severe,significant,>1liter,absent,distendedLarge,2.2542554084513045,2.1782855889485737,no,no,gastric,other,none,none,euthanized,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,low,normal,high,high,high,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
no,adult,-1.059559508351201,-1.006717564814769,-0.61623981650963,normal,normal,palePink,<3,alert,hypermotile,none,none,none,normal,normal,-1.21838968918518,-0.6568429338607513,no,no,none,none,none,none,lived,no,no,no,no,no,no,no,yes,no,no,yes,yes,no,yes,no,no,low,low,normal,low,low,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
yes,adult,-0.5821989463265818,-1.507212787598249,-1.7555766858456436,cool,normal,normalPink,<3,intermittentMild,hypomotile,slight,slight,none,absent,distendedSmall,-0.7054806413609991,-0.21889625147557099,yes,no,intestine,simple,mechanical,extrinsic,died,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,normal,low,low,low,low,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
yes,adult,0.21340199038112453,-0.434723024490792,-1.1082638226180797,cool,normal,normalPink,<3,depressed,hypermotile,none,slight,>1liter,normal,distendedSmall,-1.986112423176472,-0.7029425846381387,yes,no,colon,simple,mechanical,displacement,lived,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,normal,low,low,low,low,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
yes,adult,-1.059559508351201,-0.8637189297337748,0.8577656996345353,cool,normal,palePink,<3,intermittentMild,hypomotile,slight,none,none,decreased,distendedLarge,-0.4541501822517358,1.1794598221051802,yes,no,intestine,strangulation,none,hernia,euthanized,no,no,no,yes,yes,yes,yes,yes,yes,yes,no,no,yes,no,no,no,low,low,high,normal,high,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
yes,adult,-0.2639585716434947,0.566267421076168,0.8577656996345353,cool,reduced,paleCyanotic,>=3,continuousSevere,absent,moderate,significant,>1liter,absent,distendedLarge,0.4714660441306643,-0.63763474603684,yes,yes,colonCecum,strangulation,none,torsion,died,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,normal,normal,high,normal,low,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
yes,adult,-0.741319133668114,-0.5777216595717862,-0.3504213212731764,normal,normal,normalPink,<3,intermittentMild,hypomotile,none,none,none,decreased,distendedLarge,-1.0535676290110303,0.3150913700291664,yes,no,intestine,simple,mechanical,extrinsic,died,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,low,low,normal,low,normal,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
no,adult,0.21340199038112453,-0.6492209771122834,-0.8474715157423722,cool,normal,brightPink,<3,depressed,hypomotile,slight,slight,<1liter,normal,distendedSmall,-0.12063891995856849,-0.6568429338607513,no,yes,intestine,simple,paralytic,adynamic,lived,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,normal,low,low,normal,low,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
yes,adult,-1.377799883034288,-1.1497161998957635,-0.5098141199174625,cool,reduced,normalPink,<3,depressed,hypomotile,slight,significant,none,decreased,distendedLarge,-1.0805802309675778,0.5647978117400148,yes,no,colon,simple,mechanical,obturation,lived,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,low,low,normal,low,normal,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
yes,adult,-0.10483838430195119,-0.7207202946527805,0.10940244178291668,cool,reduced,paleCyanotic,<3,intermittentMild,absent,moderate,slight,none,absent,distendedSmall,-0.9472752294366971,-0.6222681957777109,yes,no,intestine,simple,mechanical,obturation,lived,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,normal,low,normal,low,low,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
yes,adult,-1.2186796956927446,0.42326878599517376,-0.61623981650963,cool,reduced,palePink,<3,depressed,hypomotile,moderate,slight,none,absent,distendedSmall,-1.8208589908207995,1.409958075992117,no,no,intestine,strangulation,none,hernia,euthanized,no,no,no,yes,yes,no,no,no,no,no,yes,yes,yes,yes,no,no,low,normal,normal,low,high,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
yes,adult,-0.10483838430195119,0.3338946390695523,0.2202230536794343,cool,reduced,palePink,>=3,continuousSevere,hypomotile,moderate,significant,>1liter,absent,distendedLarge,0.08694051288742428,-0.7067842222029209,yes,no,colon,none,paralytic,torsion,died,yes,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,normal,normal,normal,normal,low,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
yes,adult,1.8046038637965371,-0.29172438940979767,2.4824877740523363,warm,reduced,normalPink,<3,depressed,hypomotile,none,none,>1liter,normal,distendedLarge,-0.6931477991935595,-0.6760511216846627,yes,no,colon,simple,mechanical,displacement,lived,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,high,low,high,low,low,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
no,adult,0.8498827397472986,-0.7207202946527805,-0.61623981650963,warm,normal,normalPink,<3,alert,hypermotile,none,none,none,normal,normal,-1.508699906684141,2.0246200863572823,no,no,none,none,none,none,lived,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,high,low,normal,low,high,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
yes,adult,-0.2639585716434947,-1.006717564814769,-1.7555766858456436,normal,normal,normalPink,<3,intermittentMild,hypomotile,moderate,slight,none,absent,distendedLarge,-0.339823211332199,1.5636235785834083,yes,no,colon,strangulation,none,torsion,lived,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,normal,low,low,normal,high,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
no,adult,-1.5369200703758201,-1.2927148349767577,-2.4178255770468597,normal,normal,normalPink,<3,depressed,hypomotile,none,slight,none,absent,normal,-1.21838968918518,-0.7144674973324856,no,no,colon,simple,mechanical,displacement,lived,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,low,low,low,low,low,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
yes,young,-0.10483838430195119,0.9952633263191509,2.252941614574241,cool,normal,brightPink,<3,intermittentMild,absent,none,slight,none,normal,normal,-1.0805802309675778,-0.7144674973324856,yes,no,colon,simple,mechanical,obturation,lived,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,normal,normal,high,low,low,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
yes,young,1.4863634891134614,3.2832414876150597,2.348288437122747,cold,normal,darkCyanotic,>=3,depressed,absent,severe,none,>1liter,decreased,distendedSmall,0.2839955108161247,-0.6568429338607513,yes,yes,intestine,strangulation,none,hernia,died,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,high,high,high,normal,low,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
no,adult,-1.059559508351201,-0.8637189297337748,-0.22063959918589865,normal,normal,normalPink,<3,alert,hypermotile,none,none,none,normal,normal,-0.5838266527426105,0.28435826951090803,no,no,none,none,none,none,lived,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,low,low,normal,normal,normal,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
no,young,0.6907625524057551,0.566267421076168,0.10940244178291668,normal,normal,normalPink,<3,alert,hypermotile,none,slight,none,normal,normal,-1.21838968918518,-0.7067842222029209,no,no,none,none,none,none,lived,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,normal,normal,normal,low,low,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
yes,adult,-1.059559508351201,0.8522646912381566,-0.8474715157423722,normal,reduced,darkCyanotic,>=3,intermittentMild,absent,slight,slight,<1liter,absent,distendedSmall,1.8991223892265046,-0.5915350952594525,yes,yes,intestine,strangulation,none,hernia,lived,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,low,normal,low,high,low,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
yes,adult,-0.2639585716434947,-0.22022507186930054,-0.61623981650963,normal,reduced,palePink,<3,continuousSevere,hypomotile,none,none,none,decreased,distendedLarge,0.08694051288742428,0.8337124412747746,yes,no,colonTransverse,strangulation,none,lipoma,euthanized,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,normal,low,normal,normal,normal,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
yes,adult,-0.5821989463265818,-0.434723024490792,2.252941614574241,normal,reduced,brightPink,>=3,depressed,hypomotile,moderate,slight,>1liter,absent,distendedLarge,-0.5718621475111355,-0.760567148109873,yes,yes,cecum,strangulation,none,intussuption,lived,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,normal,low,high,normal,low,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
yes,adult,0.054281803039592326,0.566267421076168,0.8834507095198495,cool,reduced,darkCyanotic,>=3,continuousSevere,hypomotile,moderate,none,<1liter,absent,distendedLarge,1.5049797964376161,-0.6837343968142273,yes,no,colonCecum,strangulation,none,torsion,died,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,normal,normal,high,high,low,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
no,adult,0.054281803039592326,-0.5705717278177365,2.9235992939151044e-05,normal,normal,palePink,<3,alert,hypomotile,none,slight,none,increased,other,-0.22870670244028438,-0.63763474603684,no,no,colon,simple,mechanical,obturation,lived,yes,yes,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,no,normal,low,normal,normal,low,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
yes,adult,0.37252217772266805,-0.8279692709635262,0.3386932629055757,normal,normal,normalPink,<3,intermittentMild,hypomotile,none,slight,none,absent,distendedSmall,-0.12063891995856849,-0.6414763836016223,yes,no,intestine,strangulation,none,intussuption,lived,no,no,yes,yes,yes,no,no,yes,yes,no,no,no,yes,yes,no,no,normal,low,normal,normal,low,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
no,adult,-1.059559508351201,-0.8637189297337748,0.25581679193687595,cold,normal,palePink,<3,alert,normal,none,none,none,normal,normal,0.2839955108161247,-0.6030600079537994,no,no,none,other,none,none,lived,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,low,low,normal,normal,low,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
